Q1,Q2,Q3,Q4,Q5,Q30,Q31,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q40,Q41,Q42,Q44,Q45,Q46,Q47,Q48,Q49,Q51,Q52,Q53,Q67,Q89
6,1,4,2,    E,1,4,1,1,1,1,1,1,1,2,4, ,1, ,1,1,1,1,1,1,1,1,2
6,2,4,2,    E,1,6,2,3,1,3,5,7,3,6,5,3,1,2,4,6,2,1,1,1,1,1,1
6,2,4,1,    E,1,4,1,1,2,1,1,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1
6,1,4,1, ,1,6,1,1,1,1,1,1,1,6,2,3, , ,5,6,2,1,1,1,1,1,1
7,1,4,2,    E,1,7,7,4,1,7,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,2,6,1,1,1,2,6,1,1,1,1,1, ,2
6,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,4,2,  C,1,6,1,1,1,1,1,1,1,2,5,1,1,1,7,4,1,1,1,1,1,1,2
7,2,4,2, B,1,2,2,4,1,3,5,3,7,7,3, , ,6,4,3,3,4,5,5,4,1, 
6,2,4,1,  C,1,2,5,4,1,7,4,1,4,7,2,2,1,2,7,2,6,6,1,1,1,1,1
7,1,4,1,    E,1,5,4,2,1,1,1,1,1,7,6,4,4,4,6,6,4,1,1,1,1,1,1
4,1,2,2,    E,2,1,1,1,1, , ,1,1,5,5,4,3,4,6,6,4,1,1,1,1,1,1
5,2,2,2,    E,2,1,1,1,2,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,  C,2,1,1,1,2,1,1,1,1,3,5,2,1,2,2,6,2,1,1,1,1,1,2
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,2,6,2,1,2,1,1,1,1,1,1,1,1,2
4,1,2,2,  C,2,1,1,1,1, , ,1,1,3,3,2, , ,7,5,5,1,1,1,1,1,2
5,2,2,2,    E,1,3,3, , , , , , , , , , ,8,7,3,6,1, , , , , 
5,2,2,2,    E,1,4,5,3,1,7,4,1,1,6,5,2,2,6,6,5,3,2,1,1,2,1,2
5,1,2,2,    E,1,6,7,4,1,7,4,1,2,7,5,6,5,8,7,5,5,3,1,1,1,1,2
4,1,2,2,    E,1,6,1,1,1,3,5,1,4,4, ,5,3,8,7, ,3,1,1,1,2,3,2
4,2,2,1, ,2,1,1,1,2,1,1,1,1,4,4,3, , ,1,1,1,1,1,1,1,1,2
4,2,2,1, ,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, ,2
4,2,2,2,  C,2,1,1,1,2,1,1,1,1, ,1,1,1,1, ,1,1, , , , ,1,2
4,2,2,2,  C,1,2,1,1,1,7,2,4,1, ,6, , , ,7,5,6,1,1,1,1,1,2
7,1,4,2,  C, , ,1,1,1,1,1,1,1,5,5,4,4,5,6,6,5,1,1,1,1,1,2
6,2,2,2,    E,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,2,2,2,  C,2,1,1,1,2,1,1,1,1,3,5, ,1, ,1,1,1,1,1,1,1,1,3
1,2,3,2,A,1,3,4,4,1,4,5,3,4, , , , , ,3,3,3,1,1,1,1,1,1
4,2,2,2,    E,2,1,1,1,1, , ,1,1,5,4,1,1,1,1,1,1,1,1,1,1,1,1
5,2,2,1, ,1,5,1,1,2,1,1,1,1,3,5,1,1,1,6,5,1,1,1,1,1,1,2
5,1,2,2,    E,2,1,1,1,2,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1
5,2,2,2,    E,1,5,1,1,1,1,1,1,1,4,5,2,1,2,2,4,1,1,1,1,1,1,1
5,1,2,2,    E,2,1,1,1,1,1,1,1,1,5,5,1,1,1,6,5,1,1,1,1,1,1,1
5,1,2,2,    E,2,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,3,3
5,1,2,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4, ,2,2,    E,2,1,1,1,1, , ,1,1,4,5,2,1,2,5,5,2,1,1,1,1,1,1
5,2,2,2,A   E,2,1,1,1,2,1,1,1,1, , , ,1, ,1,1,1,1,1,1,1,1,2
4,2,2,2,    E,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
4,2,2,2,    E, , , , , , , ,1,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,  C, , ,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,  C,2,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,  C,2,1,1, , , , , , , , , , , , , , , , , , , , 
4,2,2,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,2
5,1,2,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,2,2,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,7,1,1,1,1,1,1,3
7,2,4,1,    E,2,1,1,1,1,1,1,1,1,3,7,1,1,1,1,1,1,1,1,1,1,1,1
7,2,4,2,  C,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
7,1,4,1,    E,2,1,1,1,2,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,3
7,2,4,2,    E,2,1,1,1,2,1,1,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,1
7,1,4,2,    E,2,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,3,1
4,2,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6
4,1,1,2,  C E,2,1,1,1,1, , ,1,1,2,2,2, , ,5,4,5,1,1,1,1,1,2
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1,2,    E,1,3,2,2,1,1,1,1,1,2,5,1,1,1,6,4,4,1,1,1,1,1,2
4,1,1,2,    E,2,1,1,1,1, , ,1, ,4,4,3,1,3,3,6,2,1,1,1,1,1,1
3,1,1,2,    E,2,1,1,1,1,1,1,1,1,3,5,1,1,1,2,5,1,1,1,1,1,1,2
3,1,1,2,    E,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,2,1,2,    E,2,1,1,1,1, , ,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1
4,2,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,1,4,2,    E,2,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1
7,1,4,2,    E,1,2,1,1,1,1,1,1,1,4,2,2,3,6,1,1,1,1,1,1,1,1,1
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,1,4,2, B,2,1,1,1,2,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1
4,1,2,2,ABC E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,1,3,2,    E,1,6,2,3,1,7,4,1,1,7,6,1,1,1,7,6,6,1,1,1,1,1,3
6,2,4,2,   DE,1,6,3,3,1,2,5,1,2,6,6,4,3,6,1,1,1,2,1,1,1,1,1
6,2,4,2,  C,2,1,1,1,1,1,1,1,1, , ,1,1,1,2,6,1,1,1,1,1,1,3
6,1,4,2,    E,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,2
7,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,2,4,2,    E,2,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,3
7,1,4,2,    E,2,1,1,1,2,1,1,1,1,3,6,1,1,1,3,7,1,1,1,1,1,4,1
7,2,4,2,    E,2,1,1,1,2,1,1,1,1,5,7,2,1,2,2,6,1,1,1,1,1,1,1
6,1,4,2,    E,2,1,1,1,1,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,2
6,2,4,2,    E,1,3, , ,2,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,2
6,2,4,2,  C E,2,1,1,1,2,1,1,1,1,3,6, ,1, ,1,1,1,1,1,1,1,1,1
7,1,4,2,    E,1,6,1,1,1,1,1,1,1,5,6,2,2,7,3,6,1,1,1,1,1,1,1
7,2,3,2,    E,1,3,1,1,1, , ,1,1,7,5,3,4,5,6,5,1,1,1,1,1,1,3
6,1,3,2,    E,2,1,1,1,2,1,1,1,1,3,6,1,1,1,1,1,1,1,1,1,1,1,2
5,2,3,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,2,3,2,  C E,2,1,1,1,1, , ,1,1,3,4, ,1, ,5,6,1,1,1,1,1,1,2
5,2,3,2,  C,2,1,1,1,2,1,1,1,1,4,2,5,1,2,1,1,1,1,1,1,1,1,2
5,2,3,2,  C,1,6,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3
6,1,3,2,  C,1,6,1,1,1,1,1,1,1,2,6,1,1,1,7,5,6,1,1,1,1, ,7
5,1,3,2,  C,2,1,1,1,1, , ,1,3,5,3,3,1,3,4,5,1,1,1,1,1,1,4
4,2,1,1,    E,2,1,1,1,1, , ,1,1,5,2,5,5,6,2,4,1,1,1,1,1,1,2
3,1,1,2,    E,2,1,1,1,1,1,1,1,1,2,5, ,1, ,1,1,1,1,1,1,1,1,1
6,1,3,2,    E,2,1,1,1,1,1,1,1,1,4,4,1,1,1,3,6,1,1,1,1,1,1,2
6,1,3,2,    E,1,6,1,1,1,7,8,1,7,7,5, ,1, ,7,5,6,1,1,1,1,1,1
5,2,3,2,  C,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,2,1,1,1,1,1,2
5,1,3,1, ,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
5,1,3,2,  C,2,1,1,1,2,1,1,1,1,5,5,2,1,2,2,5,1,1,1,1,1,1,2
6,1,3,2,  C,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2
6,1,3,2,    E,2,1,1,1,1,1,1,1,1,2,5,1,1,1,2,6,1,1,1,1,1,1,1
6,2,3,1, ,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3,1,1,2,    E,1,5,1,1,1, , ,1,1,5,5,3,4,6,5,4,2,1,1,1,1,1,1
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,2,1,2,   D,2,1,1,1,1,1,1,1,1, , ,1,1,1,2,5,1,1,1,1,1,1,2
3,1,1,1,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2,    E,2,1,1,1,1,1,1,1,1,6,5,2,1,2,1,1,1,1,1,1,1,1,1
3,1,1,2,    E,1,5,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,2,    E,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
3,1,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2, B,2,1,1,1,2,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,3,5,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2,  C,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1,2,    E,1,4,1,1,1,2,8,1,1,4,2, ,1, ,1,1,1,1,1,1,1,1,2
6,1,3,2,  C,1,6,1,1,2,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,2
6,1,3,2,  C,2,1,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1
6,2,4,2,  C,2,1,1,1,1,1,1,1,1,5,5, ,1, ,6,4,6,1,1,1,1,1,3
5,2,3,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
5,2,3,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,6,3,1,1,1,1,1,3
6,1,3,2,  C,1,4, , ,2,1, ,3,3, , , ,1, , ,6, ,2,1,1,1,3,3
5,1,3,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3
6,1,3,2,    E,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2
6,1,3,2,  C,1,2,1,1,2,1,1,7,7,7,5,1,1,1,7,4,6,1,1,1,1,1,2
6,1,3,2,  C,2,1,1,1,2,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1, 
5,1,3,2,    E,1,5,1,1,1,1,1,1,1,6,5,2,2,5,2,6,1,1,1,1,1,1,2
4,2,2,2,  C,2,1,1,1,2,1,1,1,1,6,4,5,4,5,7,4,6,1,1,1,1,1,3
5,2,2,2,  C,1,2,1,1,2,1,1,1,1, , ,1,1,1,6,4,6,1,1,1,1,1,3
4,1,2,2,  C,1,6, , ,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,3
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5
5,1,2,2,  C,1,5,1,1,2,1,1,1,5,2,1,1,1,1, ,5, ,1,1,1,1,1,5
5,1,2,2,  C,1,4,1,1,2,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,7
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,2,6,1,1,1,2,6,1,1,1,1,1,1, 
6,2,3,1,   D,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
5,2,2,2,  C, ,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
6,1,2,2,  C,1,3,1,1,1,1,1,1,1,2,6, , , ,7,5,4,1,1,1,1,1,2
5,1,2,2,  C,1,6,1,1,2,1,1,1,1, ,1,1,1,1,2,6,2,1,1,1,1,3, 
4,2,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
5,2,2,2,  C,1,6, , ,2,1,1,1,1,5,4,5,5,8,4,6,3,1,1,1,1,1,2
5,2,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
5,2,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4,2,2,2,  C,2,1,1,1,1,2,6,1,1, ,6, , , ,1,1,1,1,1,1,1,1,3
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1, , , , , , , , ,1,3
6,1,2,2,  C,2,1,1,1,2,1,1,1,1, , ,1,1,1,2,7,2,1,1,1,1,1,2
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1, ,6,1,1,1,1,1,3,4
5,2,2,1,  CDE,2,1,1,1,2,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,3
5,1,2,2,  C,1,5,1,1,2,1,1,1,1,1,1,1,1,1,7,5,6,1,1,1,1,1,4
7,2,1,2,  C, , , , ,1, , ,5,3,7,4, , , ,1,1,1,1,1,1,1,1, 
3,2,1,2,   DE,1,2,3,7,1,5,4,7,4,4,4, , ,8,6,2,3,3,3,2,2,1,4
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,2,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,7,4,5,1,1,1,1,1,2
4,1,1,1,  C,2,1,1,1,2,1,1,1,1, , , ,1, ,1,1,1,1,1,1,1,1,2
3,2,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4,1,1,2,  C,2,1,1,1,2,1,1,1,1, , ,1,1,1,1,1,1,1,1,1,1,1,2
3,2,1,2,  C,2,1,1,1,2,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,2
4,2,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
4,2,1,2,  C,2,1,1,1,2,1,1,1,1,1, , , , , , , , , , , , , 
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,2,6, ,1, ,4,7,3,1,1,1,1,1,1
7,1,4,1,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4, 
6,2,4,2,  C,2,1,1,1,1,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,4,5,3,1,1,1,1,1,2
7,1,4,2,  C,2,1,1,1,1,1,1,1,1,2,7,1,1,1,7,6,4,1,1,1,1,1,3
6,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,1,4,2,  C,1,6,1,1,2,1,1,1,1,3,6,2,1,2,4,6,3,1,1,1,1,3,3
7,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,1,4,2,    E,1,7,1,1,2,1,1,1,1,3,6,1,1,1,6,6,5,1,1,1,1,1,1
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,3,6,1,1,1,2,6,1,1,1,1,1,1,1
7,1,4,2,  C,1,7, , ,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2
6,1,4,2,  C,1,5,1,1,2,1,1,1,1,3,6, , , ,3,7,2,1,1,1,1,1,1
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1, ,1,1,1,1,1,1,1,1,1,1,1,3
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
6,1,4,2,A C,1,2,1,1,2,1,1,1,1,3,6,2,1,2,3,6,1,1,1,1,1,1,1
7,1,4,2,  C,1,7,1,1,2,1,1,1,1,2,7,1,1,1,2,7,1,1,1,1,1,1,1
6,2,4,1,  C, , , , ,1, , , ,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,7,6,6,1,1,1,1,1,2
6,2,4,2,  C,1,5,1,1,1,1,1,1,1,3,6, ,1, ,1,1,1,1,1,1,1,1, 
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,6,1,1,1,1,1,1,2
7,2,4, ,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,2,4,2,    E,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,1,4,2,  C,1,7,1,1,2,1,1,1,1,1,1,1,1,1, , ,1,1,1,1,1,1,3
7,2,4,2,  C,1,4,1,1,2,1,1,1,1,3,7,1,1,1,3,7,1,1,1,1,1,1,2
6,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,2,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
7,2,4,2,    E,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,4,2,  C,1,6,1,1,2,1,1,1,1,3,4,2, , ,2,4,2,1,1,1,1,1,3
6,2,3,2, B,2,1,1,1,2,1,1,1,1,2,6,1,1,1,1,1,1,1,1,1,1,1,1
6,2,3,2,    E,1,4,1,1,1, , ,1,1,5,4, ,1, ,1,1,1,1,1,1,1,1,2
6,1,4,2,  C,2,1,1,1,1, , ,1,1, , , ,1, ,1,1,1,1,1,1,1,1,3
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,4,7,2,1,2,2,7,1,1,1,1,1,1,1
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,2,7, ,1, ,3,7,1,1,1,1,1,1,2
7,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,1,4,2,  C,2,1,1,1,1,1,1,1,1,3,6,1,1,1,3,6,2,1,1,1,1,1,1
7,1,4,2,  C,2,1,1,1,1, , ,1,1,4,7,3,1,2,6,6,5,1,1,1,1,1,2
6,2,3,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
7,1,4,2,  C,2,1,1,1,2,1,1,1,1,3,6,1,1,1,3,7,2,1,1,1,1,1,3
7,1,4,2,  C,2,1,1,1,2,1,1,1,1,4,7, , , ,7,6,6,1,1,1,1,3,2
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7,2,4,1, ,1,7,2,2,1,1,1,1,1,6,6,3,3,5,1,1,1,1,1,1,1,1,1
7,1,4,2,A,1,5,1,1,2,1,1,1,1,2,7, ,1, , , ,1,1,1,1,1,1, 
7,1,4,2,    E,1,5,1,1,1,1,1,1,1,4,5,2,1,3,2,6,1,1,1,1,1,1,1
6,1,4,2,  C,2,1,1,1,2,1,1,1,1,3, , ,1, ,1,1,1,1,1,1,1,1,2
5,1,3,2,  C,2,1,1,1,2,1,1,1,1,4,5,1,1,1,2,6,1,1,1,1,1,1,2
6,1,3,2,  C,2,1,1,1,2,1,1,1,1, , , ,1, ,1,1,1,1,1, ,1,3,3
5,1,3,2,  C,2,1,1,1,2,1,1,1,1,2,6, ,1, ,6,5,3,1,1,1,1,3,3
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,6,2,3,1,3,1,1,1,1,1,1,1, ,4
4,2,1,2,  C,2,1,1,1,2,1,1,1,1, , , ,1, ,1,1,1,1,1,1,1,1,2
3,2,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,2,5, ,1, ,2,5,1,1,1,1,1,1,1
4,1,1,2,  C,1,5,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,1
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1
6,2,1,2,    E,2,1,1,1,2,1,1,1,1,2,7,1,1,1,1,1,1,1,1,1,1,1,7
3,2,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
4,2,1,2,  C,1,5,1,1,2,1,1,1,1, , ,1,1,1, , ,1,1,1,1,1,1,3
3,1,1, ,  C,2,1,1,1,2,1,1,1,1, , , ,1, ,1,1,1,1,1,1,1,1,3
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3,1,1,2,  C,1,5,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2,    E,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3,1,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
3,2,1,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,5,1,1,1,1,1,1, 
4,2,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1, 
4,1,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,6,2,1,1,1,1,1,2
5,2,2,2,  C,1,3,1,1,2,1,1,1,1, , , ,1, ,4,5,1,1,1,1,1,4,7
5,2,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
5,2,2,2,  C,1,6,1,1,1, , ,1,1,3,5, ,1, , , , , ,1,1,1,1,3
5,2,2,2,  C,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
5,2,2,2,  C,1,5,3,4,2,1,1,1,3,7,2,2, , ,7,6,6,1,1,1,1,1,3
4,1,2,2,  C,1,5, , ,2,1,1,1,1,3,5,3,2,5,1,1,1,1,1,1,1,3,4
5,2,2,2,  C,1,4,1,1,2,1,1,1,1,2,5,1,1,1,1,1,1,1,1,1,1,1,2
5,1,2,1,  C,1,3,1,1,2,1,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,3
5,1,2,2,  C,2,1,1,1,2,1,1,1,1,4,3,2,1,2,1,1,1,1,1,1,1,1,2
5,2,2,2,  C,2,1,1,1,2,1,1,1,1, , ,1,1,1, , ,1,1,1,1,1,1,2
5,2,2,2,    E,1,3,2,2,2,1,1,1,1,6,4,1,1,1,7,3,1,1,1,1,1,1,3
5,2,2,2,  C,2,1,1,1,2,1,1,1,1,2,4,1,1,1,1,1,1,1,1,1,1,1,2
5,1,2,2,  C,1,2,1,1,2,1,1,1,1,2,5,1,1,1,2,6,1,1,1,1,1,1,1
5,2,2,2,  C,1,6,1,1,1, , , , , , , , , , , , , , , , , ,1
