Q1,Q2,Q3,Q4,Q5,Q32,Q34,Q35,Q36,Q44,Q48,Q49,Q51,Q52,Q53,Q67,Q89
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,2
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,1,E,1,2,1,1,1,1,1,1,1,1,1,2
4,2,1,2,E,4,1,3,5,3,2,1,1,1,1,1,1
4,1,1,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,4,1
5,1,1,2,E,1,1,4,5,1,2,1,1,1,1,3,2
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,2
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,2,1,#NULL!,E,4,1,1,1,1,3,1,1,1,2,1,4
3,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,1,4,1,E,1,2,1,1,1,1,1,1,1,1,3,2
6,2,4,1,E,#NULL!,1,1,1,3,2,1,1,1,1,1,1
6,1,4,2,E,1,2,1,1,1,1,1,1,1,1,3,2
6,2,4,2,E,1,1,1,1,1,1,1,1,1,1,3,2
6,2,4,2,E,1,1,1,1,3,1,1,1,1,1,1,2
6,1,4,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,1,4,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,2,4,2,E,1,1,#NULL!,#NULL!,1,5,1,1,1,1,1,3
7,1,4,1,,1,2,1,1,#NULL!,1,1,1,1,1,1,2
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,4,2
6,1,4,2,E,1,1,1,1,1,1,1,1,1,1,1,2
7,1,4,2,D,#NULL!,1,#NULL!,#NULL!,1,#NULL!,1,2,1,2,1,7
7,2,4,2,E,1,1,1,1,1,3,1,1,1,1,1,#NULL!
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,1
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,3
7,1,4,2,E,1,1,1,1,1,1,1,1,1,1,1,1
6,2,4,2,A   E,1,2,1,1,1,1,1,1,1,1,1,1
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,1
7,2,4,2,E,1,1,#NULL!,#NULL!,4,2,1,1,1,1,1,3
7,2,4,2,E,1,1,#NULL!,#NULL!,4,2,1,1,1,1,1,4
6,2,4,1,,1,2,1,1,1,1,1,1,1,1,1,2
6,2,4,2,A   E,1,2,1,1,1,1,1,1,1,1,3,3
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,4
6,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,7
7,1,4,1,,1,1,1,1,1,1,1,1,1,1,1,1
6,1,4,1,,1,2,1,1,1,1,1,1,1,1,1,1
6,1,4,1,E,1,2,1,1,1,1,1,1,1,1,1,2
5,1,3,2,E,1,1,2,5,1,1,1,1,1,1,1,3
6,2,3,2,E,1,1,1,1,1,1,1,1,1,1,1,4
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,1,1,1,1,1,1,1,1,1,1,1,2
6,2,3,1,,1,1,#NULL!,#NULL!,1,2,1,1,1,1,1,3
6,2,3,2,A,1,2,1,1,1,1,1,1,1,1,1,2
5,1,3,1,,1,1,1,1,2,2,1,1,1,1,1,3
6,1,3,2,E,1,1,1,1,#NULL!,1,1,1,1,1,1,1
6,2,4,2,C,1,1,2,5,1,2,1,1,1,1,1,1
6,2,3,2,E,6,1,6,5,1,1,1,1,1,1,1,2
5,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,1,3,1,,1,1,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,3,2,E,1,1,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,4,2,1,1,1,1,1,1,1,1,3,2
6,1,3,2,E,5,1,7,3,1,6,2,1,1,2,3,2
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,3,2,E,6,1,1,1,5,6,2,1,1,2,1,4
6,2,3,2,E,1,1,1,1,#NULL!,1,1,1,1,1,1,2
6,1,3,2,E,4,1,2,4,1,1,1,1,1,1,1,7
6,2,3,2,E,1,1,#NULL!,#NULL!,4,5,1,1,1,1,1,2
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,2
5,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,2,3,1,E,7,1,5,7,4,5,1,1,1,1,1,#NULL!
6,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,3,1,,1,1,1,1,1,1,1,1,1,1,1,1
5,2,3,2,E,1,1,1,1,1,1,1,1,1,1,1,1
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,3
4,2,1,2,A   E,1,1,2,6,1,4,1,1,1,1,1,2
4,1,1,2,E,1,1,1,1,1,1,1,1,1,1,1,3
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,1,1,2,C,#NULL!,1,1,1,2,1,1,1,1,1,1,4
4,2,1,1,,1,2,1,1,1,1,1,1,1,1,1,2
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,2,1
3,2,1,2,E,1,1,2,5,1,1,1,1,1,1,1,3
4,2,1,1,A,1,1,1,1,1,1,1,1,1,1,1,3
4,2,1,2,E,1,1,1,1,1,1,1,1,1,1,1,2
4,1,1,2,C,1,2,1,1,1,1,1,1,1,1,1,2
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,7
3,1,1,2,B,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,4,1
4,1,1,2,E,1,2,1,1,1,2,1,1,1,1,1,1
5,2,2,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,2
3,1,1,2,C,7,2,1,1,#NULL!,5,1,1,1,1,1,3
3,1,1,2,A   E,#NULL!,1,5,4,3,1,4,1,4,5,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,E,1,1,3,5,4,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,2
4,1,1,2,E,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
4,2,1,2,E,3,1,3,6,1,6,1,1,1,1,1,4
3,1,1,2,E,1,1,3,5,#NULL!,3,1,1,1,1,1,3
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,2,1
3,2,1,1,,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,1,E,1,1,1,1,1,1,1,1,1,1,1,1
3,2,1,2,A,1,2,1,1,1,1,1,1,1,1,1,2
3,2,1,1,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
3,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,3
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,3,1
3,1,1,2,E,3,1,5,8,3,2,3,1,1,2,1,2
3,1,1,1,E,1,2,1,1,#NULL!,1,1,1,1,1,2,1
3,2,1,2,A   E,1,1,7,4,4,1,1,1,1,1,1,3
4,2,1,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
4,1,1,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,3
5,1,2,2,C,1,2,1,1,1,2,1,1,1,1,1,4
5,2,2,2,B,1,2,1,1,1,#NULL!,1,1,1,1,1,2
5,2,2,2,E,1,1,1,1,1,1,1,1,1,1,1,3
4,1,2,1,,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,3
4,1,2,1,,1,1,1,1,3,1,1,1,1,1,1,4
5,2,2,2,,1,2,1,1,1,1,1,1,1,1,4,#NULL!
4,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,1,1,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,3
3,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,2
4,1,1,2,B,1,2,1,1,1,1,1,1,1,1,1,2
5,1,2,2,E,1,1,1,1,1,1,1,1,1,1,1,2
#NULL!,#NULL!,#NULL!,#NULL!,,1,2,1,1,1,1,1,1,1,1,1,2
5,1,2,2,C,1,1,1,1,2,5,1,1,1,1,1,3
5,2,2,1,A,1,1,1,1,1,3,1,1,1,1,1,3
5,1,2,2,B,1,2,1,1,1,1,1,1,1,1,1,2
5,#NULL!,2,2,E,1,2,1,1,1,1,1,1,1,1,1,2
4,2,2,1,,1,2,1,1,1,1,1,1,1,1,4,2
5,2,2,1,,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,3
4,1,2,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,2,2,2,E,1,2,1,1,1,1,1,1,1,1,1,2
5,2,2,2,E,1,2,1,1,1,1,1,1,1,1,1,2
5,1,2,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,3,2
5,2,2,1,,#NULL!,1,#NULL!,#NULL!,2,1,1,1,1,1,1,3
6,1,4,1,,1,1,1,1,3,1,2,1,1,1,1,3
7,2,4,2,E,1,1,1,1,2,1,1,1,1,1,1,2
6,1,4,2,E,7,1,3,5,5,6,6,1,1,3,1,4
1,2,4,2,E,7,1,1,1,7,6,6,6,6,6,4,5
7,1,4,1,,1,2,1,1,1,1,1,1,1,1,1,1
7,1,4,1,,1,2,1,1,1,1,1,1,1,1,3,7
6,1,4,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,4,1
7,1,4,2,E,1,2,1,1,1,1,1,1,1,1,3,1
6,1,4,2,E,5,1,7,2,7,2,1,1,1,1,1,1
7,2,4,1,,4,1,#NULL!,#NULL!,1,6,3,1,1,1,1,4
7,2,4,1,,6,1,1,1,1,1,1,1,1,1,1,3
7,1,4,1,A,1,2,1,1,1,1,1,1,1,1,1,2
7,2,4,2,E,1,1,1,1,2,1,1,1,1,1,1,1
6,2,4,2,E,3,1,#NULL!,#NULL!,4,3,1,1,1,1,1,2
7,2,4,2,E,1,2,#NULL!,1,1,1,1,1,1,1,1,3
4,2,2,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,#NULL!
4,2,2,2,E,1,1,2,2,1,1,1,1,1,1,1,2
4,1,2,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,3
4,2,2,2,E,1,2,1,1,1,1,1,1,1,1,1,3
6,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,1,3,1,E,1,2,1,1,1,1,1,1,1,1,1,2
5,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,3,1,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
6,1,3,1,,1,1,1,1,1,1,1,1,1,1,1,3
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,1,3,2,B D,1,2,1,1,1,1,1,1,1,1,3,1
5,1,3,2,B,1,1,1,1,1,1,1,1,1,1,1,1
5,1,3,2,E,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,3
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,2,3,2,E,1,1,7,2,1,1,1,1,1,1,1,2
5,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,1,3,2,E,1,1,#NULL!,#NULL!,3,2,1,1,1,1,1,4
6,1,4,2,E,1,2,1,1,2,1,1,1,1,1,1,2
6,1,4,2,E,1,1,#NULL!,#NULL!,2,2,1,1,1,2,1,1
7,2,4,1,E,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,C E,1,1,#NULL!,#NULL!,1,2,1,1,1,1,3,2
6,1,3,2,B,1,2,1,1,1,1,1,1,1,1,1,2
6,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
6,2,3,2,B,1,2,1,1,1,1,1,1,1,1,1,1
5,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,2
5,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,4,1
6,1,3,1,,1,2,1,1,1,1,1,1,1,1,1,1
5,2,3,2,B,1,1,1,1,1,1,1,1,1,1,1,2
6,1,3,2,B  E,1,2,1,1,1,1,1,1,1,1,1,2
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,7
6,1,3,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,E,2,1,4,5,4,1,1,1,1,1,1,1
6,1,3,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
5,1,3,2,B,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
6,1,3,2,E,1,1,#NULL!,#NULL!,2,1,1,1,1,1,1,2
5,1,2,2,C,1,1,1,1,1,2,1,1,1,1,3,2
4,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,2
7,1,3,1,,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,C,1,2,1,1,1,3,1,1,1,1,1,2
6,2,3,2,C,1,1,1,1,1,3,1,1,1,1,1,2
5,1,3,2,C,1,1,1,1,1,1,1,1,1,1,1,2
6,1,3,2,C,1,2,1,1,#NULL!,3,1,1,1,1,1,3
4,1,1,2,C,1,1,1,1,1,2,1,1,1,1,1,1
4,1,1,#NULL!,C,1,2,1,1,1,1,1,1,1,1,1,2
4,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,2
4,1,2,2,E,1,2,1,1,1,1,1,1,1,1,1,1
5,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,2
5,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,#NULL!
5,2,2,2,C,1,2,1,1,1,1,1,1,1,1,4,2
6,1,3,2,C,1,2,1,1,1,1,1,1,1,1,3,1
4,2,1,2,C,1,2,1,1,1,1,1,1,1,1,4,1
4,2,1,1,,1,1,#NULL!,#NULL!,3,3,1,1,1,1,1,3
4,1,1,2,C,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
5,1,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
4,1,2,2,C,1,2,1,1,1,1,1,1,1,1,1,2
5,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,2
5,1,2,2,C,1,2,1,1,1,1,1,1,1,1,1,2
6,1,2,2,B,1,2,1,1,1,1,1,1,1,1,1,1
5,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,3
#NULL!,#NULL!,#NULL!,#NULL!,,1,2,1,1,1,#NULL!,1,1,1,1,1,2
7,2,4,2,C,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1,7
7,2,4,2,BC E,#NULL!,#NULL!,#NULL!,#NULL!,3,#NULL!,2,5,6,3,4,1
7,1,4,2,C,1,2,1,1,1,3,1,1,1,1,#NULL!,2
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,4,3
7,2,4,2,A C,1,1,1,1,1,1,1,1,1,1,2,3
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,1,3
7,1,4,2,C,1,1,#NULL!,#NULL!,#NULL!,3,1,1,1,1,#NULL!,2
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,1,2
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,1,2
7,1,4,1,E,1,2,1,1,1,1,1,1,1,1,1,2
7,1,4,2,C,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,4,7
7,2,4,1,,1,1,1,1,2,2,1,1,1,1,1,2
7,2,4,2,C,1,2,1,1,1,1,1,1,1,1,1,7
7,2,4,2,C,1,1,1,1,1,3,1,1,1,1,1,2
7,2,4,2,C,1,2,1,1,1,1,1,1,1,1,1,2
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,3,2
7,1,4,1,,1,2,1,1,2,1,1,1,1,1,1,1
7,2,4,1,,1,1,1,1,1,2,1,1,1,1,3,3
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,1,1
7,2,4,2,C,1,2,1,1,1,1,1,1,1,1,1,3
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,1,#NULL!
7,2,4,2,C,1,1,1,1,1,2,1,1,1,1,1,2
7,2,4,1,,#NULL!,1,6,2,#NULL!,#NULL!,1,6,4,1,4,1
7,1,4,2,C,1,#NULL!,1,1,1,1,1,1,1,1,1,2
7,1,4,2,C,1,1,#NULL!,#NULL!,1,2,1,1,1,1,3,2
7,1,4,2,E,#NULL!,#NULL!,#NULL!,#NULL!,1,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,3
7,1,4,1,,1,2,1,1,1,1,1,1,1,1,1,1
7,1,4,2,C,1,2,1,1,1,1,1,1,1,1,1,2
4,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,1
3,1,1,2,C,1,2,1,1,#NULL!,1,1,1,1,1,1,1
3,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,1
3,2,1,2,BC,1,2,1,1,1,1,1,1,1,1,4,1
3,1,1,2,C,1,1,#NULL!,#NULL!,1,4,1,1,1,1,1,1
4,1,1,1,D,1,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,1
6,2,2,2,C,1,1,1,1,1,1,1,1,1,1,1,1
4,2,1,2,BC,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
4,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,A C,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,C,1,1,1,1,1,1,1,1,1,1,1,1
6,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,2
6,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,1,D,1,2,1,1,1,1,1,1,1,1,1,1
5,2,3,2,C,1,1,1,1,#NULL!,1,1,1,1,1,3,2
3,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,1
4,1,1,2,C,1,2,1,1,1,1,1,1,1,1,1,2
3,1,1,2,C,1,1,#NULL!,#NULL!,#NULL!,3,1,1,1,1,1,1
4,1,1,1,C E,1,2,1,1,1,2,1,1,1,1,1,1
6,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,2
6,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,2
5,2,3,2,C,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
6,2,3,2,C,1,1,1,1,1,1,1,1,1,1,1,1
7,2,3,#NULL!,C,1,2,1,1,1,1,1,1,1,1,1,2
#NULL!,#NULL!,#NULL!,#NULL!,,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
5,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,1
6,1,3,2,C,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
5,1,3,2,C,1,2,1,1,1,1,1,1,1,1,4,1
5,2,3,2,A,1,1,1,1,1,1,1,1,1,1,1,2
4,2,1,2,A CD,1,1,1,1,1,1,1,1,1,1,1,1
4,2,1,2,C,1,1,1,1,#NULL!,3,1,1,1,1,1,2
4,1,1,2,A C,1,2,1,1,1,1,1,1,1,1,1,1
5,1,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
4,2,2,2,CD,1,2,1,1,1,6,1,1,1,3,1,2
4,1,2,2,C,1,1,2,8,3,6,1,1,1,1,2,2
5,1,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
4,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
5,1,2,2,C,1,2,1,1,1,2,1,1,1,1,1,2
4,1,2,2,C,1,1,1,1,1,1,1,1,1,1,1,1
5,1,2,2,C,1,2,1,1,1,1,1,1,1,1,4,#NULL!
4,1,2,2,C,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,1
4,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,2
6,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
5,2,2,2,C,1,2,1,1,1,1,1,1,#NULL!,1,1,7
5,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
5,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,1
5,2,2,1,D,1,2,1,1,1,1,1,1,1,1,1,1
4,2,2,2,C,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,1,3,2,1,4,2
#NULL!,#NULL!,#NULL!,#NULL!,,1,2,1,1,1,1,1,1,1,1,1,2
6,1,4,2,C,1,2,1,1,1,1,1,1,1,1,3,1
7,2,4,2,C,1,2,1,1,1,2,1,1,1,1,1,2
7,2,4,2,A,#NULL!,2,1,1,1,1,1,1,1,1,4,6
6,2,4,2,C,1,2,1,1,1,1,1,1,1,1,1,1
7,1,4,2,C,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,3,2
7,1,4,#NULL!,C,1,2,1,1,1,1,1,1,1,1,1,1
7,1,4,2,C,1,1,1,1,2,1,1,1,1,1,3,1
6,2,4,1,C,1,2,1,1,1,1,1,1,1,1,3,1
7,1,4,2,BC,1,1,1,1,2,1,1,1,1,1,#NULL!,1
6,2,3,2,C,1,2,1,1,1,1,1,1,1,1,1,2
5,1,3,2,C,1,1,1,1,1,1,1,1,1,1,1,1
6,1,3,2,C,1,2,1,1,1,1,1,1,1,1,1,2
3,1,1,2,A C,1,2,1,1,1,1,1,1,1,1,1,1
3,2,1,1,C,1,2,1,1,1,1,1,1,1,1,1,2
3,2,1,2,C,1,1,1,1,1,1,1,1,1,1,1,1
7,1,4,2,C E,1,1,1,1,1,1,1,1,1,1,1,2
6,2,4,2,E,4,1,3,5,2,2,1,1,1,1,1,1
7,2,4,2,E,3,2,1,1,2,2,1,1,1,1,1,2
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,2,1
6,1,4,2,E,6,1,1,1,#NULL!,3,1,1,1,1,1,3
7,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,1,4,2,E,1,2,1,1,1,1,1,1,1,1,1,1
6,1,4,2,E,1,2,1,1,1,1,1,1,1,1,1,1
7,1,4,1,E,2,1,3,5,1,3,1,1,1,1,1,2
6,1,4,2,C,1,2,1,1,4,4,1,1,1,1,1,1
6,1,4,2,E,1,1,#NULL!,#NULL!,2,1,1,1,1,1,1,2
6,2,4,2,E,1,1,#NULL!,#NULL!,2,2,1,1,1,1,1,3
6,2,4,2,C,2,1,3,5,4,3,2,1,1,1,1,3
6,1,4,2,E,1,1,3,5,2,1,1,1,1,1,1,2
6,1,4,2,C,1,1,1,1,1,1,1,1,1,1,1,4
6,2,4,2,C,1,1,2,5,1,1,1,1,1,1,1,2
6,2,4,2,E,2,1,7,2,#NULL!,2,1,1,1,1,1,3
5,2,4,2,E,1,2,1,1,1,1,1,1,1,1,1,1
7,2,4,2,B  E,1,1,1,1,1,1,1,1,1,1,1,2
7,2,4,2,E,3,1,3,5,1,5,1,1,1,1,1,2
7,2,4,2,E,1,1,#NULL!,#NULL!,1,3,1,1,1,1,1,2
4,2,1,2,C,1,1,1,1,1,1,1,1,1,1,1,2
4,1,1,2,C,1,2,1,1,1,2,1,1,1,1,#NULL!,2
4,1,1,1,,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
3,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,C,1,1,3,5,1,1,1,1,1,1,1,1
3,1,1,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,7
3,2,1,#NULL!,E,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,3,1
4,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,2
4,2,1,2,C,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,#NULL!
3,2,1,2,C,1,2,1,1,1,1,1,1,1,1,1,4
4,2,1,2,E,1,1,2,8,1,1,1,1,1,1,1,3
4,2,1,2,E,1,1,6,8,1,1,1,1,1,1,1,6
4,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,2,1,2,E,1,2,1,1,1,1,1,1,1,1,1,2
3,1,1,2,E,1,2,1,1,1,1,1,1,1,1,1,1
4,1,1,2,E,1,1,3,5,1,1,1,1,1,1,1,4
4,2,1,2,E,1,1,4,2,1,1,1,1,1,1,1,2
4,2,2,2,E,5,1,6,8,6,1,2,1,1,1,1,6
5,2,2,2,E,1,2,1,1,1,1,1,1,1,1,1,3
4,1,2,2,E,1,1,5,8,2,4,1,1,1,1,1,2
5,1,2,2,E,1,1,#NULL!,#NULL!,1,2,1,1,1,1,1,2
4,2,2,2,C,1,2,1,1,1,1,1,1,1,1,1,2
4,1,2,2,E,1,1,1,1,1,1,1,1,1,1,1,3
5,2,2,2,C,1,2,1,1,1,5,1,1,1,3,1,4
6,2,2,2,C,1,1,6,8,2,3,1,1,1,1,1,3
5,1,2,2,E,1,2,1,1,1,1,1,1,1,1,1,2
6,1,2,2,C E,1,2,1,1,1,1,1,1,1,1,4,3
5,2,2,2,E,#NULL!,1,#NULL!,#NULL!,#NULL!,1,1,1,1,1,1,3
4,2,2,2,C E,1,2,1,1,1,1,1,1,1,1,1,3
4,1,2,2,E,1,2,1,1,1,1,1,1,1,1,1,2
4,2,2,2,E,1,2,1,1,1,1,1,1,1,1,4,2
5,2,2,#NULL!,E,1,2,1,1,#NULL!,1,1,1,1,1,1,3
5,2,2,2,C,1,1,3,5,1,1,1,1,1,1,1,2
4,2,2,2,E,1,2,1,1,1,1,1,1,1,1,3,3
4,1,3,2,C,1,1,2,8,4,6,2,1,1,3,3,4
5,2,2,2,E,1,2,1,1,1,1,1,1,1,1,1,2
5,1,2,2,A,#NULL!,1,#NULL!,#NULL!,1,1,1,1,1,1,3,3
5,2,2,2,E,1,2,1,1,1,1,1,1,1,1,1,3
6,2,3,2,E,1,1,2,4,1,1,1,1,1,1,1,1
6,1,3,2,E,1,1,2,5,4,4,1,1,1,1,1,3
6,1,3,2,C,1,2,1,1,1,1,1,1,1,1,4,3
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,2
7,2,3,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,3
6,2,3,2,E,#NULL!,1,1,1,1,1,1,1,1,1,1,2
5,2,3,2,E,1,1,#NULL!,#NULL!,1,1,1,1,1,1,1,2
7,2,3,2,E,3,1,5,2,1,1,1,1,1,1,1,2
5,2,3,2,C E,1,1,1,1,1,1,1,1,1,1,1,2
5,2,3,2,E,1,2,1,1,1,1,1,1,1,1,1,3
